record_id,wikidata_work_qid,title,creator,released,year_set,years_distant,multiyears,medium,genre,wikipedia_pg,verify_yr,notes,is_episode,predictions,source
cameron_terminator_1991,Q170564,Terminator 2: Judgment Day,James Cameron,1991,1995,4,"1995, 2029",film,action film,https://en.wikipedia.org/wiki/Terminator_2:_Judgment_Day,,Majority of work set in 1995,,"John Connor was conceived on May 14, 1984, meaning he was born early in 1985. The police computer lists him as ten years old. The film predicts a future AI takeover and nuclear war in 1997. This is averted when the Cyberdyne Systems headquarters is destroyed.",wikicategory; wikifilm; wikipast
nai-choi_riki-oh_1991,Q1815016,Riki-Oh: The Story of Ricky,Lam Nai-Choi,1991,2001,10,,film,action film,https://en.wikipedia.org/wiki/Riki-Oh:_The_Story_of_Ricky,,,,"Loose Hong Kong adaptation of the Riki-Oh manga. By 2001, all prisons and other correctional facilities have been handed over to the private industry. A nuclear war devastated the planet and the economy, leading to high crime rates.",wikifilm; wikipast
wenders_until_1991,Q571053,Until the End of the World,Wim Wenders,1991,1999,8,,film,drama film,https://en.wikipedia.org/wiki/Until_the_End_of_the_World,,,,"An Indian nuclear satellite loses control and heads towards Earth, causing mass chaos. A means of recording dreams is invented.[2]",wikifilm; wikipast
meyer_star_1991,Q579757,Star Trek VI: The Undiscovered Country,Nicholas Meyer,1991,2293,302,,film,action film,https://en.wikipedia.org/wiki/Star_Trek_VI:_The_Undiscovered_Country,,,Q1092,,wikicategory; wikifilm; wikidata
broadcasting_my_1991,Q6945856,My Life and Times,American Broadcasting Company,1991,2035,44,,television,,https://en.wikipedia.org/wiki/My_Life_and_Times,,,,,wikicategory
cbs_teenage_1991,Q7694427,"Teenage Mutant Ninja Turtles (1987 TV series, season 5)",CBS,1991,2036,45,,television,,"https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(1987_TV_series,_season_5)",,,,,wikicategory
mulcahy_highlander_1991,Q771408,Highlander II: The Quickening,Russell Mulcahy,1991,2024,33,,film,action film,https://en.wikipedia.org/wiki/Highlander_II:_The_Quickening,,,,,wikicategory; wikifilm; wikitext
japan_beast_1991,Q2892894,Beast Wrestler,Telenet Japan,1991,2020,29,,video game,fighting game,https://en.wikipedia.org/wiki/Beast_Wrestler,,,,Beasts and dragons fight 1-on-1.,wikipast
mindscape_d/generation_1991,Q2596204,D/Generation,Mindscape,1991,2021,30,,video game,action-adventure game,https://en.wikipedia.org/wiki/D/Generation,,,,"On June 27, 2021, a courier with a personal jet pack is trapped in a genetics lab with a horde of rogue biogenic weapons.""",wikipast
studios_galactix_1991,Q3094470,Galactix,Mountain King Studios,1991,2019,28,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Galactix,,,,"In 2019, amid devastating global climate change triggered by the final depletion of the Amazon rainforest, Earth is threatened with invasion and enslavement by a powerful force of alien cyborgs, known in-game as the ""Xidus"".""",wikipast
nippon_strike_1991,Q3285270,Strike Gunner S.T.G,Nippon Television,1991,2008,17,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Strike_Gunner_S.T.G,,,,Aliens invade Earth.,wikipast
snk_super_1991,Q2081774,Super Baseball 2020,SNK,1991,2020,29,,video game,sports video game,https://en.wikipedia.org/wiki/Super_Baseball_2020,,,,The sport of baseball is played entirely by robots.,wikipast
konami_teenage_1991,Q2297364,Teenage Mutant Ninja Turtles: Turtles in Time,Konami,1991,2020,29,,video game,side-scrolling video game,https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Turtles_in_Time,,,,"The stage ""Neon Night Riders"" features battles on hoverboards.",wikipast
sega_time_1991,Q7805168,Time Traveler,Sega,1991,1998,7,,video game,interactive film,https://en.wikipedia.org/wiki/Time_Traveler_(video_game),,“and other past and future dates”,,"By 1998, the world has become a crime-ridden punk dystopia.""",wikipast
ace_wurm_1991,Q8039296,Wurm: Journey to the Center of the Earth,Asmik Ace Entertainment,1991,1999,8,,video game,platform game,https://en.wikipedia.org/wiki/Wurm:_Journey_to_the_Center_of_the_Earth,,,,A massive earthquake forces everyone to look underground.,wikipast
jaleco_shatterhand_1991,Q4051552,Shatterhand,Jaleco,1991,2030,39,,video game,action game,https://en.wikipedia.org/wiki/Shatterhand,,,,,wikicategory; wikitext
east_two_1991,Q3542597,Two Crude,Data East,1991,2030,39,,video game,beat 'em up,https://en.wikipedia.org/wiki/Two_Crude,,,,,wikicategory
soft_future_1991,Q3639984,Future Basketball,Hudson Soft,1991,2031,40,,video game,sports video game,https://en.wikipedia.org/wiki/Future_Basketball,,,,,wikicategory
peters_war_1991,Q7773502,The War in 2020,Ralph Peters,1991,2020,29,"2005, 2008, 2020",fiction,war novel,https://en.wikipedia.org/wiki/The_War_in_2020,,Majority of work set in year 2020,,,wikicategory
replogle_duke_1991,Q1264433,Duke Nukem,Todd Replogle,1991,1997,6,,video game,platform game,https://en.wikipedia.org/wiki/Duke_Nukem_(video_game),,,,,wikitext
santiago_dune_1991,Q111938673,Dune Warriors,Cirio H. Santiago,1991,2040,49,,film,,https://en.wikipedia.org/wiki/Dune_Warriors,,,,,wikitext
laboratory_hyper_1991,Q11326105,Hyper Zone,HAL Laboratory,1991,2089,98,,video game,shoot 'em up,https://en.wikipedia.org/wiki/HyperZone,,,,,wikitext
decamp_swords_1991,Q7767785,The Swords of Zinjaban,L. Sprague de Camp,1991,2171,180,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Swords_of_Zinjaban,,,Q7924459,,wikicategory
fincher_alien_1992,Q108543,Alien 3,David Fincher,1992,2179,187,,film,horror film,https://en.wikipedia.org/wiki/Alien_3,,,Q26996109,,wikifilm
okawara_godzilla_1992,Q1284313,Godzilla vs. Mothra,Takao Okawara,1992,1993,1,,film,science fiction film,https://en.wikipedia.org/wiki/Godzilla_vs._Mothra,,,Q28859760,,wikifilm
netflix_macross_1992,Q2663931,Macross II,Netflix,1992,2092,100,,film,adventure anime and manga,https://en.wikipedia.org/wiki/Super_Dimensional_Fortress_Macross_II:_Lovers_Again,,,,,wikicategory
glass_voyage_1992,Q3523251,The Voyage,Philip Glass,1992,2092,100,,fiction,,https://en.wikipedia.org/wiki/The_Voyage_(opera),,,,,wikicategory
calder_dead_1992,Q5245200,Dead Girls,Richard Calder,1992,2071,79,,fiction,science fiction,https://en.wikipedia.org/wiki/Dead_Girls,,,,,wikicategory
james_children_1992,Q582825,The Children of Men,P. D. James,1992,2021,29,"1995, 2021",fiction,post-apocalyptic novel,https://en.wikipedia.org/wiki/The_Children_of_Men,,Majority of work set in year 2021,,"In 1995, global human sperm count falls to zero. By 2021, the United Kingdom abolishes democracy.",wikipast
cornell_love_1992,Q6691700,Love and War,Paul Cornell,1992,2500,508,,fiction,novel,https://en.wikipedia.org/wiki/Love_and_War_(Cornell_novel),,,,,wikicategory
roth_prototype_1992,Q7252165,Prototype,Phillip J. Roth,1992,2057,65,,film,science fiction film,https://en.wikipedia.org/wiki/Prototype_(1992_film),,,,,wikicategory
clamp_x_1992,Q730229,X a.k.a. X/1999,Clamp,1992,1999,7,,comics,romance anime and manga,https://en.wikipedia.org/wiki/X_(manga),,,,The Battle of Armageddon is preparing to take place in Tokyo.,wikipast
stephenson_snow_1992,Q768389,Snow Crash,Neal Stephenson,1992,2009,17,,fiction,cyberpunk,https://en.wikipedia.org/wiki/Snow_Crash,https://scifi.stackexchange.com/questions/1744/when-does-the-action-of-snow-crash-take-place,,,"California has split into two, hyper-Libertarian independent republics in which no law applies nationwide. Guard dogs are augmented cyborgs. Predicted virtual worlds and Google Earth.",wikipast
harvey_critters_1992,Q771537,Critters 4,Rupert Harvey,1992,2045,53,,film,horror film,https://en.wikipedia.org/wiki/Critters_4,,,,,wikicategory
turtledove_guns_1992,Q7738533,The Guns of the South,Harry Turtledove,1992,2014,22,,fiction,science fiction novel,https://en.wikipedia.org/wiki/The_Guns_of_the_South,,,,The plot involves a gang of South African white supremacists who travel back in time to 1864 from 2014 to assist the rebelling Confederates in their war against the US.,wikipast
baxter_timelike_1992,Q7805574,Timelike Infinity,Stephen Baxter,1992,3717,1725,,fiction,science fiction,https://en.wikipedia.org/wiki/Xeelee_Sequence,,,Q8043415,,wikicategory
zemeckis_death_1992,Q1160186,Death Becomes Her,Robert Zemeckis,1992,2029,37,,film,fantasy film,https://en.wikipedia.org/wiki/Death_Becomes_Her,,,,,wikicategory; wikifilm
murphy_freejack_1992,Q1188857,Freejack,Geoff Murphy,1992,2009,17,,film,action film,,,,,The main characters travel forward in time to November 2009. Time travel is commonplace and criminals travel back in time to kidnap victims for organ harvesting.[6],wikifilm; wikipast
sharp_split_1992,Q2624555,Split Second,Tony Maylam; Ian Sharp,1992,2008,16,,film,action film,https://en.wikipedia.org/wiki/Split_Second_(1992_film),,,,Global warming causes London to be a flooded city.[7],wikifilm; wikipast
joyner_trancers_1992,Q3795228,Trancers III,C. Courtney Joyner,1992,2352,360,,film,science fiction action film,https://en.wikipedia.org/wiki/Trancers_III,,,,,wikicategory; wikidata
barnett_mindwarp_1992,Q4371794,Mindwarp,Steve Barnett,1992,2037,45,,film,science fiction film,https://en.wikipedia.org/wiki/Mindwarp_(film),,,,,wikicategory; wikifilm
tokai_imperium_1992,Q3196442,Imperium,Tokai Communications,1992,2027,35,,video game,shooter game,https://en.wikipedia.org/wiki/Imperium_(1992_video_game),,,,,wikicategory
robinson_red_1992,Q3294969,Red Mars,Kim Stanley Robinson,1992,2044,52,2026-2061,fiction,science fiction novel,https://en.wikipedia.org/wiki/Mars_trilogy#Red_Mars_%E2%80%93_Colonization,https://www.kimstanleyrobinson.info/content/mars-trilogy-timeline,Median of the years depicted in the work.,Q970160,,wikitext
pasikowski_pigs_1992,Q7256176,Pigs,Władysław Pasikowski,1992,1999,7,,film,crime film,https://en.wikipedia.org/wiki/Pigs_(1992_film),,,,,wikicategory
branagh_peter's_1992,Q249235,Peter's Friends,Kenneth Branagh,1992,1993,1,,film,romantic comedy,https://en.wikipedia.org/wiki/Peter's_Friends,,,,,wikicategory
egan_hundred_1992,Q3267352,The Hundred-Light-Year Diary,Greg Egan,1992,2074,82,"2074, 2077, 2079",fiction,,https://en.wikipedia.org/wiki/The_Hundred_Light-Year_Diary,Full text of work,A time travel story with framing narrative beginning 2074,,,wikidata
hans_flaming_1992,Q118946027,Flaming Ears,A. Hans Scheirl,1992,2700,708,,film,science fiction film,https://en.wikipedia.org/wiki/Flaming_Ears,,,,,wikitext
kerr_philosophical_1992,Q4658807,A Philosophical Investigation,Philip Kerr,1992,2013,21,,fiction,thriller,https://en.wikipedia.org/wiki/A_Philosophical_Investigation,,,,"Violent criminal acts (by men only) can be more-or-less accurately predicted with brain scans. Other predicted technologies include smartphones, video calls, and virtual reality.",wikipast
tsuchida_gley_1992,Q3108852,Gley Lancer,Toshiro Tsuchida,1992,2025,33,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Gley_Lancer,,,,Features a war between humans and an unknown alien race.,wikipast
okawara_godzilla_1993,Q1533972,Godzilla vs. Mechagodzilla II,Takao Okawara,1993,1994,1,,film,science fiction film,https://en.wikipedia.org/wiki/Godzilla_vs._Mechagodzilla_II,,,Q28859760,,wikifilm
mcloughlin_fire_1993,Q17507209,The Fire Next Time,Tom McLoughlin,1993,2017,24,,television,disaster film,https://en.wikipedia.org/wiki/The_Fire_Next_Time_(miniseries),,,,"In 2017, the greenhouse effect and global warming have resulted in widespread droughts, floods, hurricanes and the outbreak of fires which have wreaked devastation over Earth.",wikipast
pyun_nemesis_1993,Q1783771,Nemesis,Albert Pyun,1993,2027,34,,film,action film,https://en.wikipedia.org/wiki/Nemesis_(1992_film),,,,,wikifilm
entertainment_babylon_1993,Q210146,Babylon 5,Prime Time Entertainment Network,1993,2258,265,,television,space opera,https://en.wikipedia.org/wiki/Babylon_5,,,Q2901808,,wikicategory
jing_future_1993,Q3091279,Future Cops,Wong Jing,1993,2043,50,,film,comedy film,https://en.wikipedia.org/wiki/Future_Cops,,,,,wikicategory
straczynski_babylon_1993,Q3494438,Babylon 5: The Gathering,J. Michael Straczynski,1993,2257,264,,film,,https://en.wikipedia.org/wiki/Babylon_5:_The_Gathering,,,Q2901808,,wikicategory
souza_cadillacs_1993,Q3649468,Cadillacs and Dinosaurs,Steven E. de Souza,1993,2513,520,,television,traditionally animated film,https://en.wikipedia.org/wiki/Cadillacs_and_Dinosaurs_(TV_series),,,,,wikicategory; wikitext
butler_parable_1993,Q3823447,Parable of the Sower,Octavia E. Butler,1993,2024,31,,fiction,epistolary novel,https://en.wikipedia.org/wiki/Parable_of_the_Sower_(novel),,,,,wikicategory
dow_u.f.o._1993,Q4310698,U.F.O.,Tony Dow,1993,2400,407,,film,science fiction film,https://en.wikipedia.org/wiki/U.F.O._(1993_film),https://letterboxd.com/film/ufo-the-movie/,,,,wikicategory
silver_lifepod_1993,Q4430792,Lifepod,Ron Silver,1993,2169,176,,film,adventure film,https://en.wikipedia.org/wiki/Lifepod,,,,,wikicategory
oshii_patlabor_1993,Q497292,Patlabor 2: The Movie,Mamoru Oshii,1993,2002,9,,film,science fiction film,https://en.wikipedia.org/wiki/Patlabor_2:_The_Movie,,,,,wikifilm
mcdevitt_cauldron_1993,Q5054488,Cauldron,Jack McDevitt,1993,1998,5,,fiction,novel,https://en.wikipedia.org/wiki/Cauldron_(McDevitt_novel),,,,Depicts a war in Western Europe involving a neo-imperialist France.,wikipast
skir_days_1993,Q5243371,Days of Future Past,Robert N. Skir,1993,2055,62,,fiction,,https://en.wikipedia.org/wiki/Days_of_Future_Past_(X-Men:_The_Animated_Series),,,,,wikicategory
jacobson_dragon_1993,Q5305199,Dragon Fire,Rick Jacobson,1993,2050,57,,film,science fiction film,https://en.wikipedia.org/wiki/Dragon_Fire_(film),https://www.imdb.com/title/tt0106768/,,,,wikicategory
womack_elvissey_1993,Q5368262,Elvissey,Jack Womack,1993,2033,40,,fiction,satirical fiction,https://en.wikipedia.org/wiki/Elvissey,,,,,wikicategory
shōji_starship_1993,Q584096,Starship Girl Yamamoto Yohko,Takashi Shōji,1993,2999,1006,,fiction,science fiction anime and manga,https://en.wikipedia.org/wiki/Starship_Girl_Yamamoto_Yohko,,,,,wikicategory
banks_iceberg_1993,Q5985549,Iceberg (from Doctor Who),David Banks,1993,2006,13,1994-2006,fiction,novel,https://en.wikipedia.org/wiki/Iceberg_(Banks_novel),https://tardis.fandom.com/wiki/Iceberg_(novel),Majority of work set in year 2006,Q7933975,The tenth planet Cassius is discovered in 1994. Earth's magnetic field reverses its polarity in 2006.,wikipast
densham_space_1993,Q639557,Space Rangers,Pen Densham,1993,2104,111,,television,science fiction television program,https://en.wikipedia.org/wiki/Space_Rangers_(TV_series),,,,,wikicategory
baxter_lieserl_1993,Q6544321,Lieserl,Stephen Baxter,1993,3951,1958,,fiction,,https://en.wikipedia.org/wiki/Lieserl,,,,,wikicategory
baggs_airzone_1993,Q7712947,The Airzone Solution,Bill Baggs,1993,2091,98,,film,science fiction film,https://en.wikipedia.org/wiki/The_Airzone_Solution,,,,,wikicategory
starhawk_fifth_1993,Q7733773,The Fifth Sacred Thing,Starhawk,1993,2048,55,,fiction,LGBTIQA+ themes in literature,https://en.wikipedia.org/wiki/The_Fifth_Sacred_Thing,,,,,wikicategory; wikitext
baxter_flux_1993,Q5463014,Flux,Stephen Baxter,1993,193700,191707,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Xeelee_Sequence,,,Q8043415,,wikicategory
dekker_robocop_1993,Q841233,RoboCop 3,Fred Dekker,1993,2044,51,,film,action film,https://en.wikipedia.org/wiki/RoboCop_3,,,Q1033152,,wikifilm
gibson_virtual_1993,Q897105,Virtual Light,William Gibson,1993,2006,13,,fiction,cyberpunk,https://en.wikipedia.org/wiki/Virtual_Light,,"""The Bridge can also be viewed as a metaphorical term, the span of years between the present and the posthuman—represented by emerging AI and nanotechnology."" https://www.tor.com/2016/06/06/5-essential-william-gibson-reads/",Q630048,Simulated reality via direct stimulation of the brain's visual cortex has recently been invented. The San Francisco-Oakland Bay Bridge is now a shanty town.,wikipast
bennett_time_1993,Q939417,Time Trax,Harve Bennett,1993,2193,200,,television,science fiction television program,https://en.wikipedia.org/wiki/Time_Trax,,,,,wikicategory
larkin_cauldron_1993,Q5054494,Cauldron,Larry Bond; Patrick Larkin,1993,1995,2,,fiction,thriller,https://en.wikipedia.org/wiki/Cauldron_(Bond_novel),,,,,wikidata
kaurismäki_last_1993,Q11897227,The Last Border,Mika Kaurismäki,1993,2009,16,,film,action film,https://en.wikipedia.org/wiki/The_Last_Border,,,,,wikidata
schroeder_cyborg_1993,Q1147262,Cyborg 2,Michael Schroeder,1993,2074,81,,film,action film,https://en.wikipedia.org/wiki/Cyborg_2,,,,,wikicategory; wikifilm
iglesia_acción_1993,Q281168,Acción mutante,Álex de la Iglesia,1993,2012,19,,film,science fiction film,https://en.wikipedia.org/wiki/Acción_mutante,,,,A dystopian future in which the beautiful rule and the disabled become terrorists.,wikipast; wikifilm
o'bannon_seaquest_1993,Q310966,SeaQuest DSV,Rockne S. O'Bannon,1993,2032,39,2018-2032,television,science fiction television program,https://en.wikipedia.org/wiki/SeaQuest_DSV,,"was originally set in  2018 when first debuted, then was changed in later seasons because it was too close",,"By 2018, the ocean floor has been colonised. The dolphin Darwin can communicate with humans with a translation device.[90] The first manned mission to Mars was launched in 2015 and returned to Earth in 2018.",wikicategory; wikipast
gale_alien_1993,Q3611757,Alien Intruder,Ricardo Jacques Gale,1993,2022,29,,film,science fiction film,https://en.wikipedia.org/wiki/Alien_Intruder,,,,,wikicategory; wikifilm
mazo_time_1993,Q4080573,Time Runner,Michael Mazo,1993,2022,29,,film,science fiction film,https://en.wikipedia.org/wiki/Time_Runner,,,,,wikicategory; wikidata
bennett_rain_1993,Q4164174,Rain Without Thunder,Gary O. Bennett,1993,2042,49,,film,speculative/fantastic fiction film,https://en.wikipedia.org/wiki/Rain_Without_Thunder,,,,,wikicategory; wikifilm
brambilla_demolition_1993,Q470891,Demolition Man,Marco Brambilla,1993,2032,39,1996-2032,film,action film,https://en.wikipedia.org/wiki/Demolition_Man_(film),,Majority of work set in year 2032,,"Main characters are cryogenically frozen from 1996 and wake up in 2032. Also predicted a ""Great Earthquake"" in 2010 that merged parts of Southern California.[6]",wikifilm; wikicategory; wikipast
gordon_fortress_1993,Q612373,Fortress,Stuart Gordon,1993,2017,24,,film,action film,https://en.wikipedia.org/wiki/Fortress_(1992_film),,,,The US limits families to only one child.[16][7],wikifilm; wikipast
band_robot_1993,Q7353386,Robot Wars,Albert Band,1993,2041,48,,film,action film,https://en.wikipedia.org/wiki/Robot_Wars_(film),,,,,wikicategory; wikifilm
toho_legend_1993,Q7746695,The Legend of Bishin,Toho,1993,2020,27,,video game,beat 'em up,https://en.wikipedia.org/wiki/The_Legend_of_Bishin,,,,Mount Fuji erupts catastrophically.,wikipast
sega_outrun_1993,Q2060608,OutRun 2019,Sega,1993,2019,26,,video game,racing video game,https://en.wikipedia.org/wiki/OutRun_2019,,,,Racing game involving rocket-powered cars.,wikipast
jaleco_peace_1993,Q7756422,The Peace Keepers,Jaleco,1993,2015,22,,video game,fighting game,https://en.wikipedia.org/wiki/The_Peace_Keepers,,,,"After the economic wars"" of 2011, the Deutschland Moldavia corporation rules most of the world.""",wikipast
wright_simcity_1993,Q1767176,SimCity 2000,Will Wright,1993,2000,7,1993-2007,video game,city-building game,https://en.wikipedia.org/wiki/SimCity_2000,,Median of the years depicted.,Q249854,"Malibu is affected by wildfires in November 1993, Chicago by November 1999 suffers from high pollution, a giant monster ravages Hollywood in January 2001, and New York City's Manhattan is affected by a nuclear meltdown in 2007.""",wikipast
roberts_strike_1993,Q928987,Strike Commander,Chris Roberts,1993,2011,18,,video game,combat flight simulator game,https://en.wikipedia.org/wiki/Strike_Commander,,,,"War in the Middle East destroys most oil fields, leading to a global oil crisis and a second Great Depression. As the US begins to collapse, mercenary armies gain massive power, and begin to use high-end military craft like F-16s.[130]""",wikipast
berman_star_1993,Q108774,Star Trek: Deep Space Nine,Rick Berman,1993,2372,379,2369-2375,television,science fiction television program,https://en.wikipedia.org/wiki/Star_Trek:_Deep_Space_Nine,https://memory-alpha.fandom.com/wiki/Star_Trek:_Deep_Space_Nine,Median of the years depicted in the work.,Q1092,,wikidata; wikicategory
realms_alien_1993,Q2836815,Alien Carnage,3D Realms,1993,2030,37,,video game,platform game,https://en.wikipedia.org/wiki/Alien_Carnage,,,,,wikicategory
robinson_green_1993,Q61774903,Green Mars,Kim Stanley Robinson,1993,2104,111,2081-2127,fiction,science fiction,https://en.wikipedia.org/wiki/Mars_trilogy#Green_Mars_%E2%80%93_Terraforming,https://www.kimstanleyrobinson.info/content/mars-trilogy-timeline,Median of the years depicted in the work.,Q970160,,wikitext
forward_camelot_1993,Q5025936,Camelot 30K,Robert L. Forward,1993,2009,16,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Camelot_30K,,,,,wikicategory
marcus_jason_1993,Q1683918,Jason Goes to Hell: The Final Friday,Adam Marcus,1993,2003,10,,film,horror film,https://en.wikipedia.org/wiki/Jason_Goes_to_Hell:_The_Final_Friday,,,,,wikicategory
scott_tc_1993,Q4370209,TC 2000,T. J. Scott,1993,2020,27,,film,action film,https://en.wikipedia.org/wiki/TC_2000_(film),,,,,wikicategory
mcdonald_dimensions_1993,Q3028079,Dimensions in Time,Stuart McDonald,1993,2013,20,,television,crossover fiction,https://en.wikipedia.org/wiki/Dimensions_in_Time,,,Q34316,,wikicategory
kidd_shadowrun_1993,Q1848990,Shadowrun,Paul Kidd,1993,2050,57,,video game,action role-playing game,https://en.wikipedia.org/wiki/Shadowrun_(1993_video_game),,,,,wikitext
megatech_metal_1993,Q86740153,Metal & Lace: The Battle of the Robo Babes,Megatech Software,1993,2053,60,,video game,fighting game,https://en.wikipedia.org/wiki/Metal_&_Lace:_The_Battle_of_the_Robo_Babes,,,,,wikitext
clarke_hammer_1993,Q3140584,The Hammer of God,Arthur C. Clarke,1993,2109,116,,fiction,science fiction novel,https://en.wikipedia.org/wiki/The_Hammer_of_God_(Clarke_novel),,,,,wikitext
apogee_blake_1993,Q1059847,Blake Stone: Aliens of Gold,Apogee Software,1993,2140,147,,video game,first-person shooter,https://en.wikipedia.org/wiki/Blake_Stone:_Aliens_of_Gold,,,,,wikitext
niven_gripping_1993,Q7738320,The Gripping Hand,Larry Niven,1993,3046,1053,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Gripping_Hand,,,,,wikitext
bishop_savage_1993,Q7762338,The Savage Amusement,David Bishop,1993,2115,122,,fiction,,https://en.wikipedia.org/wiki/The_Savage_Amusement,,,Q85772276,,wikicategory
chalopin_bots_1993,Q3224454,The Bots Master,Jean Chalopin,1993,2025,32,,television,comedy television series,https://en.wikipedia.org/wiki/The_Bots_Master,,,,"Ziv ""ZZ"" Zulander and the Robotic Megafact Corporation have invented robots that are now commonplace in society.",wikipast
decoteau_test_1994,Q110588843,Test Tube Teens From the Year 2000,David DeCoteau,1994,2019,25,,film,,https://en.wikipedia.org/wiki/Test_Tube_Teens_from_the_Year_2000,,"no WikiData, imdb: https://www.imdb.com/title/tt0111402/",,,wikifilm
church_system_1994,Q1151634,System Shock,Doug Church,1994,2072,78,,video game,action-adventure game,https://en.wikipedia.org/wiki/System_Shock,,,,,wikicategory; wikitext
marsh_daffy_1994,Q1276884,Daffy Duck: The Marvin Missions,Dave Marsh,1994,2350,356,,video game,platform game,https://en.wikipedia.org/wiki/Daffy_Duck:_The_Marvin_Missions,,,,,wikicategory
yamashita_godzilla_1994,Q1533970,Godzilla vs. Spacegodzilla,Kenshō Yamashita,1994,1995,1,,film,science fiction film,https://en.wikipedia.org/wiki/Godzilla_vs._SpaceGodzilla,,,Q28859760,,wikifilm
usa_highlander_1994,Q1617959,Highlander: The Animated Series,USA Network,1994,2600,606,,film,family film,https://en.wikipedia.org/wiki/Highlander:_The_Animated_Series,,,,,wikicategory
harry_arc_1994,Q2287465,Arc Light,Eric L. Harry,1994,1999,5,,fiction,techno-thriller,https://en.wikipedia.org/wiki/Arc_Light_(novel),,,,"In 1999, Russia and China are at war for control of Eastern Siberia and North Korea invades the Demilitarized Zone. Russia launches a nuclear strike at the United States, which retaliates, and World War III begins.",wikipast
egan_permutation_1994,Q2364488,Permutation City,Greg Egan,1994,2045,51,,fiction,hard science fiction,https://en.wikipedia.org/wiki/Permutation_City,,,,,wikicategory
irvin_oblivion_1994,Q2647033,Oblivion,Sam Irvin,1994,3031,1037,,film,science fiction film,https://en.wikipedia.org/wiki/Oblivion_(1994_film),,,,,wikicategory; wikitext
liverpool_microcosm_1994,Q3312144,Microcosm,SCE Studio Liverpool,1994,2051,57,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Microcosm_(video_game),,,,,wikicategory; wikitext
flaherty_clifford_1994,Q3725901,Clifford,Paul Flaherty,1994,2050,56,,film,comedy film,https://en.wikipedia.org/wiki/Clifford_(film),,,,,wikicategory
razatos_class_1994,Q4222998,Class of 1999 II: The Substitute,Spiro Razatos,1994,1999,5,,film,thriller film,https://en.wikipedia.org/wiki/Class_of_1999_II:_The_Substitute,,,,,wikifilm
giancola_time_1994,Q4342987,Time Chasers,David Giancola,1994,2041,47,,film,science fiction film,https://en.wikipedia.org/wiki/Time_Chasers,,,,,wikicategory
saban_battletech_1994,Q4869960,BattleTech: The Animated Series,Saban Entertainment,1994,3050,1056,,television,,https://en.wikipedia.org/wiki/BattleTech:_The_Animated_Series,https://www.sarna.net/wiki/BattleTech:_The_Animated_Series,,,,wikicategory
nv_burn_1994,Q4999477,Burn Cycle,Koninklijke Philips NV,1994,2060,66,,video game,puzzle video game,https://en.wikipedia.org/wiki/Burn_Cycle,,,,,wikicategory
sterling_heavy_1994,Q5695215,Heavy Weather,Bruce Sterling,1994,2031,37,,fiction,science fiction,https://en.wikipedia.org/wiki/Heavy_Weather_(Sterling_novel),,,,,wikicategory; wikitext
games_rise_1994,Q644838,Rise of the Robots,Atari Games,1994,2043,49,,video game,fighting game,https://en.wikipedia.org/wiki/Rise_of_the_Robots,,,,,wikicategory
besher_rim_1994,Q7334318,Rim,Alexander Besher,1994,2027,33,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Rim_(novel),,,,,wikicategory
_space_1994,Q7572488,Space Shuttle America,,1994,2094,100,,ride,,https://en.wikipedia.org/wiki/Space_Shuttle_America,,,,,wikicategory
"farmer_ear,_1994",Q7731352,"The Ear, the Eye and the Arm",Nancy Farmer,1994,2194,200,,fiction,science fiction,"https://en.wikipedia.org/wiki/The_Ear,_the_Eye_and_the_Arm",,,,,wikidata
baxter_ring_1994,Q7334688,Ring,Stephen Baxter,1994,2501976,2499982,"3951, 5000000",fiction,science fiction,https://en.wikipedia.org/wiki/Xeelee_Sequence#Chronology_and_reading_order,,Median of the range of years depicted in the work,,,wikicategory
levin_earth_1994,Q940658,Earth 2,Mark Levin,1994,2192,198,,television,science fiction television program,https://en.wikipedia.org/wiki/Earth_2_(TV_series),,,,,wikicategory
norrington_death_1994,Q1181240,Death Machine,Stephen Norrington,1994,2003,9,,film,science fiction action film,,,,,Cyborg super-soldier and mechanical Warbeast.[7],wikifilm; wikipast
pyun_hong_1994,Q12124829,Hong Kong '97,Albert Pyun,1994,1997,3,,film,thriller film,,,,,Depicts the 1997 transfer of sovereignty over Hong Kong.,wikifilm; wikipast
shatner_tekwar_1994,Q13501399,TekWar,William Shatner,1994,2044,50,,television,science fiction television program,https://en.wikipedia.org/wiki/TekWar_(TV_series),,,,,wikicategory; wikitext
campbell_no_1994,Q1421228,No Escape,Martin Campbell,1994,2022,28,,film,action film,https://en.wikipedia.org/wiki/No_Escape_(1994_film),,,,,wikicategory; wikifilm
